"s01_rs3","s02_rs3","s03_rs5","s04_rl3","s05_rl3","s06_rl5","s07_dl3","s08_dl3","s09_dl5"
NA,NA,NA,699,685,NA,NA,767,809
NA,NA,NA,711,705,NA,NA,723,700
NA,NA,NA,715,712,NA,NA,712,740
NA,NA,NA,700,683,NA,NA,709,703
NA,NA,NA,696,692,NA,NA,732,728
NA,NA,NA,689,733,NA,NA,736,699
NA,NA,NA,681,689,NA,NA,743,693
NA,NA,NA,714,697,NA,NA,712,715
NA,NA,NA,684,700,NA,NA,726,696
NA,NA,NA,707,680,NA,NA,765,724
NA,NA,NA,702,682,NA,NA,721,718
NA,NA,NA,692,722,NA,NA,700,746
NA,NA,NA,715,697,NA,NA,685,713
NA,NA,NA,685,696,NA,NA,681,702
NA,NA,NA,694,702,NA,NA,688,746
NA,NA,NA,684,739,NA,NA,756,708
NA,NA,NA,692,680,NA,NA,705,701
NA,NA,NA,687,681,NA,NA,NA,710
NA,NA,NA,682,693,NA,NA,NA,700
NA,NA,NA,698,701,NA,NA,NA,702
NA,NA,NA,707,693,NA,NA,NA,715
NA,NA,NA,717,710,NA,NA,NA,705
NA,NA,NA,688,712,NA,NA,NA,771
NA,NA,NA,687,693,NA,NA,NA,725
NA,NA,NA,720,680,NA,NA,NA,695
NA,NA,NA,705,692,NA,NA,NA,736
NA,NA,NA,700,706,NA,NA,NA,704
NA,NA,NA,692,714,NA,NA,NA,701
NA,NA,NA,703,698,NA,NA,NA,711
NA,NA,NA,703,714,NA,NA,NA,698
NA,NA,NA,706,708,NA,NA,NA,710
NA,NA,NA,714,708,NA,NA,NA,705
NA,NA,NA,693,712,NA,NA,NA,709
NA,NA,NA,701,699,NA,NA,NA,713
NA,NA,NA,689,706,NA,NA,NA,710
NA,NA,NA,689,679,NA,NA,NA,694
NA,NA,NA,687,698,NA,NA,NA,697
NA,NA,NA,703,710,NA,NA,NA,701
NA,NA,NA,706,693,NA,NA,NA,596
NA,NA,NA,688,689,NA,NA,NA,701
NA,NA,NA,689,692,NA,NA,NA,741
NA,NA,NA,672,682,NA,NA,NA,772
NA,NA,NA,716,691,NA,NA,NA,693
NA,NA,NA,729,690,NA,NA,NA,715
NA,NA,NA,750,689,NA,NA,NA,713
NA,NA,NA,687,728,NA,NA,NA,713
NA,NA,NA,685,703,NA,NA,NA,693
NA,NA,NA,687,721,NA,NA,NA,702
NA,NA,NA,736,695,NA,NA,NA,717
NA,NA,NA,678,699,NA,NA,NA,706
NA,NA,NA,722,698,NA,NA,NA,718
NA,NA,NA,688,716,NA,NA,NA,609
NA,NA,NA,695,689,NA,NA,NA,735
NA,NA,NA,696,685,NA,NA,NA,702
NA,NA,NA,712,700,NA,NA,NA,702
NA,NA,NA,683,690,NA,NA,NA,705
NA,NA,NA,699,789,NA,NA,NA,696
NA,NA,NA,710,693,NA,NA,NA,709
NA,NA,NA,684,697,NA,NA,NA,697
NA,NA,NA,686,719,NA,NA,NA,697
NA,NA,NA,699,695,NA,NA,NA,705
NA,NA,NA,682,696,NA,NA,NA,750
NA,NA,NA,697,718,NA,NA,NA,699
NA,NA,NA,698,695,NA,NA,NA,711
NA,NA,NA,706,694,NA,NA,NA,708
NA,NA,NA,696,697,NA,NA,NA,694
NA,NA,NA,700,694,NA,NA,NA,735
NA,NA,NA,688,701,NA,NA,NA,701
NA,NA,NA,698,721,NA,NA,NA,723
NA,NA,NA,685,695,NA,NA,NA,691
NA,NA,NA,702,711,NA,NA,NA,709
NA,NA,NA,713,690,NA,NA,NA,694
NA,NA,NA,695,695,NA,NA,NA,704
NA,NA,NA,704,705,NA,NA,NA,698
NA,NA,NA,689,690,NA,NA,NA,724
NA,NA,NA,692,691,NA,NA,NA,711
NA,NA,NA,700,695,NA,NA,NA,702
NA,NA,NA,683,724,NA,NA,NA,692
NA,NA,NA,702,693,NA,NA,NA,741
NA,NA,NA,688,695,NA,NA,NA,719
NA,NA,NA,689,689,NA,NA,NA,755
NA,NA,NA,773,685,NA,NA,NA,716
NA,NA,NA,686,704,NA,NA,NA,708
NA,NA,NA,691,690,NA,NA,NA,699
NA,NA,NA,681,694,NA,NA,NA,743
NA,NA,NA,705,709,NA,NA,NA,731
NA,NA,NA,710,701,NA,NA,NA,712
NA,NA,NA,702,704,NA,NA,NA,701
NA,NA,NA,702,696,NA,NA,NA,754
NA,NA,NA,766,710,NA,NA,NA,703
NA,NA,NA,695,688,NA,NA,NA,704
NA,NA,NA,691,698,NA,NA,NA,722
NA,NA,NA,696,686,NA,NA,NA,723
NA,NA,NA,698,712,NA,NA,NA,712
NA,NA,NA,684,716,NA,NA,NA,702
NA,NA,NA,693,729,NA,NA,NA,712
NA,NA,NA,705,694,NA,NA,NA,740
NA,NA,NA,689,748,NA,NA,NA,707
NA,NA,NA,699,738,NA,NA,NA,789
NA,NA,NA,687,695,NA,NA,NA,753
NA,NA,NA,709,687,NA,NA,NA,632
NA,NA,NA,692,706,NA,NA,NA,702
NA,NA,NA,703,737,NA,NA,NA,705
NA,NA,NA,705,689,NA,NA,NA,697
NA,NA,NA,692,736,NA,NA,NA,712
NA,NA,NA,713,713,NA,NA,NA,695
NA,NA,NA,697,682,NA,NA,NA,592
NA,NA,NA,689,710,NA,NA,NA,725
NA,NA,NA,695,699,NA,NA,NA,685
NA,NA,NA,690,729,NA,NA,NA,719
NA,NA,NA,695,696,NA,NA,NA,814
NA,NA,NA,735,691,NA,NA,NA,696
NA,NA,NA,699,719,NA,NA,NA,706
NA,NA,NA,684,701,NA,NA,NA,695
NA,NA,NA,694,703,NA,NA,NA,709
NA,NA,NA,693,710,NA,NA,NA,724
NA,NA,NA,685,679,NA,NA,NA,729
NA,NA,NA,689,694,NA,NA,NA,705
NA,NA,NA,695,692,NA,NA,NA,708
NA,NA,NA,707,688,NA,NA,NA,713
NA,NA,NA,702,688,NA,NA,NA,697
NA,NA,NA,690,717,NA,NA,NA,767
NA,NA,NA,706,692,NA,NA,NA,786
NA,NA,NA,685,705,NA,NA,NA,693
NA,NA,NA,689,700,NA,NA,NA,726
NA,NA,NA,687,699,NA,NA,NA,498
NA,NA,NA,681,734,NA,NA,NA,705
NA,NA,NA,687,720,NA,NA,NA,708
NA,NA,NA,709,696,NA,NA,NA,717
NA,NA,NA,703,680,NA,NA,NA,700
NA,NA,NA,697,704,NA,NA,NA,737
NA,NA,NA,681,699,NA,NA,NA,720
NA,NA,NA,697,704,NA,NA,NA,748
NA,NA,NA,692,699,NA,NA,NA,811
NA,NA,NA,694,708,NA,NA,NA,695
NA,NA,NA,696,695,NA,NA,NA,736
NA,NA,NA,693,701,NA,NA,NA,723
NA,NA,NA,694,700,NA,NA,NA,736
NA,NA,NA,690,701,NA,NA,NA,712
NA,NA,NA,680,695,NA,NA,NA,714
NA,NA,NA,736,688,NA,NA,NA,703
NA,NA,NA,680,683,NA,NA,NA,712
NA,NA,NA,696,693,NA,NA,NA,698
NA,NA,NA,706,701,NA,NA,NA,716
NA,NA,NA,711,726,NA,NA,NA,712
NA,NA,NA,703,688,NA,NA,NA,739
NA,NA,NA,707,698,NA,NA,NA,718
NA,NA,NA,695,683,NA,NA,NA,690
NA,NA,NA,689,704,NA,NA,NA,720
NA,NA,NA,700,693,NA,NA,NA,756
NA,NA,NA,692,704,NA,NA,NA,710
NA,NA,NA,678,687,NA,NA,NA,703
NA,NA,NA,758,709,NA,NA,NA,704
NA,NA,NA,697,681,NA,NA,NA,720
NA,NA,NA,715,693,NA,NA,NA,716
NA,NA,NA,765,702,NA,NA,NA,727
NA,NA,NA,693,692,NA,NA,NA,697
NA,NA,NA,678,688,NA,NA,NA,696
NA,NA,NA,699,748,NA,NA,NA,691
NA,NA,NA,684,690,NA,NA,NA,717
NA,NA,NA,683,702,NA,NA,NA,713
NA,NA,NA,681,712,NA,NA,NA,701
NA,NA,NA,711,698,NA,NA,NA,758
NA,NA,NA,696,695,NA,NA,NA,719
NA,NA,NA,731,699,NA,NA,NA,752
NA,NA,NA,707,712,NA,NA,NA,693
NA,NA,NA,677,726,NA,NA,NA,742
NA,NA,NA,672,693,NA,NA,NA,795
NA,NA,NA,698,721,NA,NA,NA,725
NA,NA,NA,693,700,NA,NA,NA,752
NA,NA,NA,687,691,NA,NA,NA,743
NA,NA,NA,690,703,NA,NA,NA,695
NA,NA,NA,696,709,NA,NA,NA,724
NA,NA,NA,692,699,NA,NA,NA,716
NA,NA,NA,695,710,NA,NA,NA,746
NA,NA,NA,686,701,NA,NA,NA,611
NA,NA,NA,677,692,NA,NA,NA,741
NA,NA,NA,755,717,NA,NA,NA,697
NA,NA,NA,682,695,NA,NA,NA,694
NA,NA,NA,707,703,NA,NA,NA,726
NA,NA,NA,708,715,NA,NA,NA,689
NA,NA,NA,709,690,NA,NA,NA,715
NA,NA,NA,694,688,NA,NA,NA,724
NA,NA,NA,729,759,NA,NA,NA,699
NA,NA,NA,705,696,NA,NA,NA,700
NA,NA,NA,701,692,NA,NA,NA,696
NA,NA,NA,703,706,NA,NA,NA,690
NA,NA,NA,694,711,NA,NA,NA,716
NA,NA,NA,707,683,NA,NA,NA,701
NA,NA,NA,688,698,NA,NA,NA,719
NA,NA,NA,685,682,NA,NA,NA,712
NA,NA,NA,713,682,NA,NA,NA,734
NA,NA,NA,690,715,NA,NA,NA,705
NA,NA,NA,685,692,NA,NA,NA,749
NA,NA,NA,676,701,NA,NA,NA,706
NA,NA,NA,706,701,NA,NA,NA,709
NA,NA,NA,701,695,NA,NA,NA,738
NA,NA,NA,696,694,NA,NA,NA,774
NA,NA,NA,713,710,NA,NA,NA,719
NA,NA,NA,685,782,NA,NA,NA,745
NA,NA,NA,697,695,NA,NA,NA,718
NA,NA,NA,706,740,NA,NA,NA,695
NA,NA,NA,719,703,NA,NA,NA,693
NA,NA,NA,683,686,NA,NA,NA,701
NA,NA,NA,687,587,NA,NA,NA,710
NA,NA,NA,734,806,NA,NA,NA,721
NA,NA,NA,689,691,NA,NA,NA,492
NA,NA,NA,699,717,NA,NA,NA,697
NA,NA,NA,726,718,NA,NA,NA,711
NA,NA,NA,680,694,NA,NA,NA,765
NA,NA,NA,681,701,NA,NA,NA,751
NA,NA,NA,689,690,NA,NA,NA,698
NA,NA,NA,691,711,NA,NA,NA,697
NA,NA,NA,682,801,NA,NA,NA,729
NA,NA,NA,681,699,NA,NA,NA,693
NA,NA,NA,692,696,NA,NA,NA,621
NA,NA,NA,691,711,NA,NA,NA,754
NA,NA,NA,684,682,NA,NA,NA,690
NA,NA,NA,687,691,NA,NA,NA,720
NA,NA,NA,701,680,NA,NA,NA,708
NA,NA,NA,685,695,NA,NA,NA,701
NA,NA,NA,700,703,NA,NA,NA,706
NA,NA,NA,710,697,NA,NA,NA,795
NA,NA,NA,693,689,NA,NA,NA,596
NA,NA,NA,703,693,NA,NA,NA,730
NA,NA,NA,676,692,NA,NA,NA,717
NA,NA,NA,689,691,NA,NA,NA,738
NA,NA,NA,696,700,NA,NA,NA,691
NA,NA,NA,682,699,NA,NA,NA,759
NA,NA,NA,686,685,NA,NA,NA,717
NA,NA,NA,690,709,NA,NA,NA,714
NA,NA,NA,686,705,NA,NA,NA,705
NA,NA,NA,687,690,NA,NA,NA,713
NA,NA,NA,853,710,NA,NA,NA,730
NA,NA,NA,692,711,NA,NA,NA,714
NA,NA,NA,696,688,NA,NA,NA,715
NA,NA,NA,687,686,NA,NA,NA,712
NA,NA,NA,691,688,NA,NA,NA,841
NA,NA,NA,678,713,NA,NA,NA,604
NA,NA,NA,683,690,NA,NA,NA,734
NA,NA,NA,683,716,NA,NA,NA,794
NA,NA,NA,697,700,NA,NA,NA,696
NA,NA,NA,699,694,NA,NA,NA,723
NA,NA,NA,684,694,NA,NA,NA,721
NA,NA,NA,695,699,NA,NA,NA,696
NA,NA,NA,687,695,NA,NA,NA,706
NA,NA,NA,707,682,NA,NA,NA,718
NA,NA,NA,743,715,NA,NA,NA,503
NA,NA,NA,694,694,NA,NA,NA,700
NA,NA,NA,717,687,NA,NA,NA,691
NA,NA,NA,695,688,NA,NA,NA,706
NA,NA,NA,695,719,NA,NA,NA,724
NA,NA,NA,702,692,NA,NA,NA,700
NA,NA,NA,706,726,NA,NA,NA,726
NA,NA,NA,765,684,NA,NA,NA,745
NA,NA,NA,685,729,NA,NA,NA,701
NA,NA,NA,696,691,NA,NA,NA,719
NA,NA,NA,705,688,NA,NA,NA,731
NA,NA,NA,712,715,NA,NA,NA,752
NA,NA,NA,711,696,NA,NA,NA,707
NA,NA,NA,706,701,NA,NA,NA,738
NA,NA,NA,682,688,NA,NA,NA,706
NA,NA,NA,743,703,NA,NA,NA,713
NA,NA,NA,692,697,NA,NA,NA,708
NA,NA,NA,692,687,NA,NA,NA,713
NA,NA,NA,680,709,NA,NA,NA,724
NA,NA,NA,690,717,NA,NA,NA,729
NA,NA,NA,732,692,NA,NA,NA,699
NA,NA,NA,695,692,NA,NA,NA,709
NA,NA,NA,683,684,NA,NA,NA,698
NA,NA,NA,689,710,NA,NA,NA,706
NA,NA,NA,695,692,NA,NA,NA,740
NA,NA,NA,693,680,NA,NA,NA,693
NA,NA,NA,692,754,NA,NA,NA,700
NA,NA,NA,698,704,NA,NA,NA,704
NA,NA,NA,677,682,NA,NA,NA,718
NA,NA,NA,705,689,NA,NA,NA,714
NA,NA,NA,687,710,NA,NA,NA,715
NA,NA,NA,679,705,NA,NA,NA,699
NA,NA,NA,718,700,NA,NA,NA,817
NA,NA,NA,700,706,NA,NA,NA,704
NA,NA,NA,688,704,NA,NA,NA,713
NA,NA,NA,717,705,NA,NA,NA,723
NA,NA,NA,708,682,NA,NA,NA,718
NA,NA,NA,686,699,NA,NA,NA,713
NA,NA,NA,687,698,NA,NA,NA,729
NA,NA,NA,685,709,NA,NA,NA,707
NA,NA,NA,693,691,NA,NA,NA,710
NA,NA,NA,702,701,NA,NA,NA,706
NA,NA,NA,699,700,NA,NA,NA,728
NA,NA,NA,681,692,NA,NA,NA,703
NA,NA,NA,687,689,NA,NA,NA,734
NA,NA,NA,688,696,NA,NA,NA,703
NA,NA,NA,685,722,NA,NA,NA,701
NA,NA,NA,688,686,NA,NA,NA,730
NA,NA,NA,706,695,NA,NA,NA,743
NA,NA,NA,688,686,NA,NA,NA,717
NA,NA,NA,696,738,NA,NA,NA,698
NA,NA,NA,698,691,NA,NA,NA,727
NA,NA,NA,683,684,NA,NA,NA,598
NA,NA,NA,689,703,NA,NA,NA,780
NA,NA,NA,705,693,NA,NA,NA,779
NA,NA,NA,691,693,NA,NA,NA,702
NA,NA,NA,680,748,NA,NA,NA,712
NA,NA,NA,724,693,NA,NA,NA,729
NA,NA,NA,705,702,NA,NA,NA,693
NA,NA,NA,686,701,NA,NA,NA,727
NA,NA,NA,688,696,NA,NA,NA,795
NA,NA,NA,714,720,NA,NA,NA,847
NA,NA,NA,763,705,NA,NA,NA,699
NA,NA,NA,699,676,NA,NA,NA,702
NA,NA,NA,701,695,NA,NA,NA,708
NA,NA,NA,698,709,NA,NA,NA,780
NA,NA,NA,696,700,NA,NA,NA,713
NA,NA,NA,708,697,NA,NA,NA,706
NA,NA,NA,685,686,NA,NA,NA,712
NA,NA,NA,703,694,NA,NA,NA,729
NA,NA,NA,686,687,NA,NA,NA,705
NA,NA,NA,703,711,NA,NA,NA,703
NA,NA,NA,689,711,NA,NA,NA,702
NA,NA,NA,692,773,NA,NA,NA,759
NA,NA,NA,683,698,NA,NA,NA,728
NA,NA,NA,677,710,NA,NA,NA,753
NA,NA,NA,701,695,NA,NA,NA,767
NA,NA,NA,695,690,NA,NA,NA,709
NA,NA,NA,714,702,NA,NA,NA,689
NA,NA,NA,696,707,NA,NA,NA,698
NA,NA,NA,689,688,NA,NA,NA,733
NA,NA,NA,682,695,NA,NA,NA,706
NA,NA,NA,703,703,NA,NA,NA,698
NA,NA,NA,690,705,NA,NA,NA,700
NA,NA,NA,690,693,NA,NA,NA,698
NA,NA,NA,701,715,NA,NA,NA,791
NA,NA,NA,762,690,NA,NA,NA,781
NA,NA,NA,694,690,NA,NA,NA,573
NA,NA,NA,690,695,NA,NA,NA,733
NA,NA,NA,696,686,NA,NA,NA,697
NA,NA,NA,697,690,NA,NA,NA,723
NA,NA,NA,703,689,NA,NA,NA,629
NA,NA,NA,697,702,NA,NA,NA,781
NA,NA,NA,702,697,NA,NA,NA,706
NA,NA,NA,700,747,NA,NA,NA,697
NA,NA,NA,695,682,NA,NA,NA,696
NA,NA,NA,695,796,NA,NA,NA,699
NA,NA,NA,698,696,NA,NA,NA,716
NA,NA,NA,696,696,NA,NA,NA,733
NA,NA,NA,691,728,NA,NA,NA,720
NA,NA,NA,681,709,NA,NA,NA,780
NA,NA,NA,684,695,NA,NA,NA,700
NA,NA,NA,697,726,NA,NA,NA,735
NA,NA,NA,695,776,NA,NA,NA,735
NA,NA,NA,697,709,NA,NA,NA,729
NA,NA,NA,683,693,NA,NA,NA,735
NA,NA,NA,695,692,NA,NA,NA,504
NA,NA,NA,694,688,NA,NA,NA,712
NA,NA,NA,697,698,NA,NA,NA,697
NA,NA,NA,691,703,NA,NA,NA,736
NA,NA,NA,702,683,NA,NA,NA,689
NA,NA,NA,703,703,NA,NA,NA,730
NA,NA,NA,701,699,NA,NA,NA,494
NA,NA,NA,687,707,NA,NA,NA,706
NA,NA,NA,710,690,NA,NA,NA,720
NA,NA,NA,699,710,NA,NA,NA,694
NA,NA,NA,687,688,NA,NA,NA,719
NA,NA,NA,698,683,NA,NA,NA,606
NA,NA,NA,689,696,NA,NA,NA,758
NA,NA,NA,704,708,NA,NA,NA,718
NA,NA,NA,686,704,NA,NA,NA,720
NA,NA,NA,704,698,NA,NA,NA,692
NA,NA,NA,700,697,NA,NA,NA,608
NA,NA,NA,693,704,NA,NA,NA,599
NA,NA,NA,703,714,NA,NA,NA,702
NA,NA,NA,678,702,NA,NA,NA,725
NA,NA,NA,683,702,NA,NA,NA,707
NA,NA,NA,687,685,NA,NA,NA,698
NA,NA,NA,700,710,NA,NA,NA,705
NA,NA,NA,698,688,NA,NA,NA,707
NA,NA,NA,701,691,NA,NA,NA,701
NA,NA,NA,695,689,NA,NA,NA,699
NA,NA,NA,712,688,NA,NA,NA,823
NA,NA,NA,697,690,NA,NA,NA,715
NA,NA,NA,685,699,NA,NA,NA,722
NA,NA,NA,684,696,NA,NA,NA,779
NA,NA,NA,690,700,NA,NA,NA,709
NA,NA,NA,711,721,NA,NA,NA,802
NA,NA,NA,747,695,NA,NA,NA,529
NA,NA,NA,693,694,NA,NA,NA,731
NA,NA,NA,688,707,NA,NA,NA,782
NA,NA,NA,689,770,NA,NA,NA,759
NA,NA,NA,685,690,NA,NA,NA,776
NA,NA,NA,672,683,NA,NA,NA,723
NA,NA,NA,693,686,NA,NA,NA,535
NA,NA,NA,697,684,NA,NA,NA,723
NA,NA,NA,684,692,NA,NA,NA,741
NA,NA,NA,688,691,NA,NA,NA,689
NA,NA,NA,723,706,NA,NA,NA,742
NA,NA,NA,730,706,NA,NA,NA,713
NA,NA,NA,708,699,NA,NA,NA,741
NA,NA,NA,697,684,NA,NA,NA,700
NA,NA,NA,715,694,NA,NA,NA,770
NA,NA,NA,694,698,NA,NA,NA,730
NA,NA,NA,688,686,NA,NA,NA,800
NA,NA,NA,681,708,NA,NA,NA,744
NA,NA,NA,700,690,NA,NA,NA,800
NA,NA,NA,679,689,NA,NA,NA,720
NA,NA,NA,697,687,NA,NA,NA,702
NA,NA,NA,703,687,NA,NA,NA,708
NA,NA,NA,703,709,NA,NA,NA,699
NA,NA,NA,694,711,NA,NA,NA,697
NA,NA,NA,680,698,NA,NA,NA,706
NA,NA,NA,697,677,NA,NA,NA,697
NA,NA,NA,689,707,NA,NA,NA,500
NA,NA,NA,681,712,NA,NA,NA,732
NA,NA,NA,721,729,NA,NA,NA,710
NA,NA,NA,683,692,NA,NA,NA,705
NA,NA,NA,716,708,NA,NA,NA,720
NA,NA,NA,695,688,NA,NA,NA,802
NA,NA,NA,688,699,NA,NA,NA,712
NA,NA,NA,689,686,NA,NA,NA,715
NA,NA,NA,712,690,NA,NA,NA,643
NA,NA,NA,704,698,NA,NA,NA,764
NA,NA,NA,711,678,NA,NA,NA,724
NA,NA,NA,700,707,NA,NA,NA,601
NA,NA,NA,683,696,NA,NA,NA,755
NA,NA,NA,717,707,NA,NA,NA,705
NA,NA,NA,701,695,NA,NA,NA,NA
NA,NA,NA,701,711,NA,NA,NA,NA
NA,NA,NA,688,680,NA,NA,NA,NA
NA,NA,NA,709,694,NA,NA,NA,NA
NA,NA,NA,699,700,NA,NA,NA,NA
NA,NA,NA,719,699,NA,NA,NA,NA
NA,NA,NA,740,694,NA,NA,NA,NA
NA,NA,NA,691,701,NA,NA,NA,NA
NA,NA,NA,704,699,NA,NA,NA,NA
NA,NA,NA,696,702,NA,NA,NA,NA
NA,NA,NA,718,703,NA,NA,NA,NA
NA,NA,NA,762,699,NA,NA,NA,NA
NA,NA,NA,705,713,NA,NA,NA,NA
NA,NA,NA,694,717,NA,NA,NA,NA
NA,NA,NA,687,692,NA,NA,NA,NA
NA,NA,NA,709,694,NA,NA,NA,NA
NA,NA,NA,712,694,NA,NA,NA,NA
NA,NA,NA,706,708,NA,NA,NA,NA
NA,NA,NA,694,699,NA,NA,NA,NA
NA,NA,NA,688,691,NA,NA,NA,NA
NA,NA,NA,719,692,NA,NA,NA,NA
NA,NA,NA,708,683,NA,NA,NA,NA
NA,NA,NA,695,696,NA,NA,NA,NA
NA,NA,NA,695,711,NA,NA,NA,NA
NA,NA,NA,698,707,NA,NA,NA,NA
NA,NA,NA,699,684,NA,NA,NA,NA
NA,NA,NA,686,721,NA,NA,NA,NA
NA,NA,NA,687,682,NA,NA,NA,NA
NA,NA,NA,689,715,NA,NA,NA,NA
NA,NA,NA,687,709,NA,NA,NA,NA
NA,NA,NA,704,693,NA,NA,NA,NA
NA,NA,NA,699,687,NA,NA,NA,NA
NA,NA,NA,707,686,NA,NA,NA,NA
NA,NA,NA,691,718,NA,NA,NA,NA
NA,NA,NA,696,700,NA,NA,NA,NA
NA,NA,NA,692,710,NA,NA,NA,NA
NA,NA,NA,689,693,NA,NA,NA,NA
NA,NA,NA,681,705,NA,NA,NA,NA
NA,NA,NA,698,705,NA,NA,NA,NA
NA,NA,NA,688,709,NA,NA,NA,NA
NA,NA,NA,690,693,NA,NA,NA,NA
NA,NA,NA,690,694,NA,NA,NA,NA
NA,NA,NA,700,716,NA,NA,NA,NA
NA,NA,NA,686,686,NA,NA,NA,NA
NA,NA,NA,706,700,NA,NA,NA,NA
NA,NA,NA,695,697,NA,NA,NA,NA
NA,NA,NA,675,696,NA,NA,NA,NA
NA,NA,NA,720,689,NA,NA,NA,NA
NA,NA,NA,691,716,NA,NA,NA,NA
NA,NA,NA,694,699,NA,NA,NA,NA
NA,NA,NA,682,703,NA,NA,NA,NA
NA,NA,NA,686,697,NA,NA,NA,NA
NA,NA,NA,711,711,NA,NA,NA,NA
NA,NA,NA,699,710,NA,NA,NA,NA
NA,NA,NA,697,703,NA,NA,NA,NA
NA,NA,NA,704,731,NA,NA,NA,NA
NA,NA,NA,684,734,NA,NA,NA,NA
NA,NA,NA,693,701,NA,NA,NA,NA
NA,NA,NA,729,718,NA,NA,NA,NA
NA,NA,NA,695,694,NA,NA,NA,NA
NA,NA,NA,714,813,NA,NA,NA,NA
NA,NA,NA,684,686,NA,NA,NA,NA
NA,NA,NA,748,813,NA,NA,NA,NA
NA,NA,NA,686,694,NA,NA,NA,NA
NA,NA,NA,687,715,NA,NA,NA,NA
NA,NA,NA,688,698,NA,NA,NA,NA
NA,NA,NA,736,688,NA,NA,NA,NA
NA,NA,NA,698,700,NA,NA,NA,NA
NA,NA,NA,710,717,NA,NA,NA,NA
NA,NA,NA,681,766,NA,NA,NA,NA
NA,NA,NA,730,691,NA,NA,NA,NA
NA,NA,NA,704,712,NA,NA,NA,NA
NA,NA,NA,696,718,NA,NA,NA,NA
NA,NA,NA,712,726,NA,NA,NA,NA
NA,NA,NA,707,692,NA,NA,NA,NA
NA,NA,NA,681,710,NA,NA,NA,NA
NA,NA,NA,702,696,NA,NA,NA,NA
NA,NA,NA,682,750,NA,NA,NA,NA
NA,NA,NA,718,696,NA,NA,NA,NA
NA,NA,NA,697,688,NA,NA,NA,NA
NA,NA,NA,688,717,NA,NA,NA,NA
NA,NA,NA,692,719,NA,NA,NA,NA
NA,NA,NA,704,728,NA,NA,NA,NA
NA,NA,NA,700,697,NA,NA,NA,NA
NA,NA,NA,694,703,NA,NA,NA,NA
NA,NA,NA,734,677,NA,NA,NA,NA
NA,NA,NA,706,756,NA,NA,NA,NA
NA,NA,NA,684,693,NA,NA,NA,NA
NA,NA,NA,679,717,NA,NA,NA,NA
NA,NA,NA,709,713,NA,NA,NA,NA
NA,NA,NA,698,707,NA,NA,NA,NA
NA,NA,NA,689,705,NA,NA,NA,NA
NA,NA,NA,708,705,NA,NA,NA,NA
NA,NA,NA,712,702,NA,NA,NA,NA
NA,NA,NA,695,720,NA,NA,NA,NA
NA,NA,NA,696,729,NA,NA,NA,NA
NA,NA,NA,688,688,NA,NA,NA,NA
NA,NA,NA,701,683,NA,NA,NA,NA
NA,NA,NA,712,706,NA,NA,NA,NA
NA,NA,NA,748,743,NA,NA,NA,NA
NA,NA,NA,697,719,NA,NA,NA,NA
NA,NA,NA,706,703,NA,NA,NA,NA
NA,NA,NA,691,688,NA,NA,NA,NA
NA,NA,NA,701,704,NA,NA,NA,NA
NA,NA,NA,680,694,NA,NA,NA,NA
NA,NA,NA,707,686,NA,NA,NA,NA
NA,NA,NA,688,706,NA,NA,NA,NA
NA,NA,NA,701,705,NA,NA,NA,NA
NA,NA,NA,698,698,NA,NA,NA,NA
NA,NA,NA,688,705,NA,NA,NA,NA
NA,NA,NA,588,693,NA,NA,NA,NA
NA,NA,NA,761,751,NA,NA,NA,NA
NA,NA,NA,707,715,NA,NA,NA,NA
NA,NA,NA,703,679,NA,NA,NA,NA
NA,NA,NA,706,691,NA,NA,NA,NA
NA,NA,NA,688,698,NA,NA,NA,NA
NA,NA,NA,699,728,NA,NA,NA,NA
NA,NA,NA,696,708,NA,NA,NA,NA
NA,NA,NA,689,701,NA,NA,NA,NA
NA,NA,NA,691,693,NA,NA,NA,NA
NA,NA,NA,707,696,NA,NA,NA,NA
NA,NA,NA,695,694,NA,NA,NA,NA
NA,NA,NA,695,696,NA,NA,NA,NA
NA,NA,NA,694,729,NA,NA,NA,NA
NA,NA,NA,694,707,NA,NA,NA,NA
NA,NA,NA,696,706,NA,NA,NA,NA
NA,NA,NA,685,684,NA,NA,NA,NA
NA,NA,NA,686,697,NA,NA,NA,NA
NA,NA,NA,694,704,NA,NA,NA,NA
NA,NA,NA,690,706,NA,NA,NA,NA
NA,NA,NA,695,705,NA,NA,NA,NA
NA,NA,NA,716,703,NA,NA,NA,NA
NA,NA,NA,682,718,NA,NA,NA,NA
NA,NA,NA,719,682,NA,NA,NA,NA
NA,NA,NA,700,689,NA,NA,NA,NA
NA,NA,NA,687,710,NA,NA,NA,NA
NA,NA,NA,699,713,NA,NA,NA,NA
NA,NA,NA,689,699,NA,NA,NA,NA
NA,NA,NA,703,786,NA,NA,NA,NA
NA,NA,NA,676,691,NA,NA,NA,NA
NA,NA,NA,681,703,NA,NA,NA,NA
NA,NA,NA,704,703,NA,NA,NA,NA
NA,NA,NA,697,708,NA,NA,NA,NA
NA,NA,NA,736,700,NA,NA,NA,NA
NA,NA,NA,725,702,NA,NA,NA,NA
NA,NA,NA,686,715,NA,NA,NA,NA
NA,NA,NA,696,735,NA,NA,NA,NA
NA,NA,NA,681,716,NA,NA,NA,NA
NA,NA,NA,704,746,NA,NA,NA,NA
NA,NA,NA,684,703,NA,NA,NA,NA
